date,year,month,day,weekday,quarter,revenue,cost,operating_profit,net_profit,active_users,orders,avg_order_value,conversion_rate,satisfaction_score,churn_rate,new_signups,repeat_purchase_rate,marketing_cost,roi,domestic_ratio,overseas_ratio,online_ratio,offline_ratio
2022-11-29,2022,11,29,Tuesday,Q4,14535,9565,4970,3838,583,182,80.0,2.38,81.2,1.17,21,36.8,1059,469.3,66.2,33.8,43.9,56.1
2022-11-30,2022,11,30,Wednesday,Q4,15933,9762,6171,4333,638,199,80.0,4.45,78.6,4.35,34,34.5,850,726.0,66.3,33.7,47.7,52.3
2022-12-01,2022,12,1,Thursday,Q4,10371,7158,3213,2583,540,168,62.0,4.72,78.8,1.95,38,35.8,727,442.0,66.2,33.8,49.1,50.9
2022-12-02,2022,12,2,Friday,Q4,11523,7099,4424,3447,599,186,62.0,2.9,74.9,6.45,15,34.5,728,607.7,57.4,42.6,46.4,53.6
2022-12-03,2022,12,3,Saturday,Q4,8026,5604,2422,1936,595,129,62.0,3.88,80.3,5.75,33,37.6,787,307.8,63.0,37.0,42.8,57.2
2022-12-04,2022,12,4,Sunday,Q4,8508,5387,3121,2357,630,137,62.0,2.41,76.8,1.98,43,33.6,704,443.3,55.7,44.3,46.1,53.9
2022-12-05,2022,12,5,Monday,Q4,10427,6502,3925,3097,540,167,62.0,3.14,76.9,1.29,42,38.5,769,510.4,67.2,32.8,47.7,52.3
2022-12-06,2022,12,6,Tuesday,Q4,10216,6779,3437,2525,528,163,63.0,3.36,76.6,1.61,40,39.7,542,634.1,68.9,31.1,42.5,57.5
2022-12-07,2022,12,7,Wednesday,Q4,11501,7650,3851,2950,594,184,63.0,2.77,79.3,2.71,19,34.4,998,385.9,62.8,37.2,49.1,50.9
2022-12-08,2022,12,8,Thursday,Q4,11286,7224,4062,3436,582,180,63.0,3.21,76.8,3.01,13,34.0,969,419.2,60.7,39.3,45.5,54.5
2022-12-09,2022,12,9,Friday,Q4,10624,6629,3995,3376,547,169,63.0,2.47,73.7,3.66,12,34.1,853,468.3,65.2,34.8,42.5,57.5
2022-12-10,2022,12,10,Saturday,Q4,7300,4847,2453,1762,536,115,63.0,3.68,77.9,4.15,24,36.1,689,356.0,56.5,43.5,48.4,51.6
2022-12-11,2022,12,11,Sunday,Q4,6740,4046,2694,2157,494,106,64.0,4.76,74.1,3.83,17,35.5,490,549.8,59.2,40.8,49.6,50.4
2022-12-12,2022,12,12,Monday,Q4,10977,7070,3907,3044,563,173,63.0,4.2,77.0,0.77,30,33.1,815,479.4,66.1,33.9,44.2,55.8
2022-12-13,2022,12,13,Tuesday,Q4,11735,7440,4295,3105,601,184,64.0,3.5,74.3,4.94,17,39.2,872,492.5,64.4,35.6,40.0,60.0
2022-12-14,2022,12,14,Wednesday,Q4,11024,7512,3512,2804,564,173,64.0,4.9,82.4,5.05,30,40.8,749,468.9,73.2,26.8,47.6,52.4
2022-12-15,2022,12,15,Thursday,Q4,11169,7549,3620,2658,571,175,64.0,2.52,74.2,0.93,22,41.2,725,499.3,62.3,37.7,48.9,51.1
2022-12-16,2022,12,16,Friday,Q4,11033,6765,4268,3049,563,172,64.0,4.86,75.0,4.37,31,33.0,904,472.1,72.7,27.3,48.0,52.0
2022-12-17,2022,12,17,Saturday,Q4,7830,5024,2806,2350,570,122,64.0,4.65,74.2,4.72,16,34.3,554,506.5,65.5,34.5,49.3,50.7
2022-12-18,2022,12,18,Sunday,Q4,8190,5137,3053,2269,595,127,64.0,4.86,82.7,2.23,15,39.2,726,420.5,65.9,34.1,41.8,58.2
2022-12-19,2022,12,19,Monday,Q4,11929,7730,4199,3053,606,185,64.0,4.91,82.5,3.14,36,33.8,1099,382.1,62.3,37.7,46.4,53.6
2022-12-20,2022,12,20,Tuesday,Q4,12392,7934,4458,3372,629,191,65.0,3.34,78.4,5.42,19,37.2,1109,402.0,63.2,36.8,45.9,54.1
2022-12-21,2022,12,21,Wednesday,Q4,10897,7189,3708,3079,552,168,65.0,4.7,82.2,5.96,11,31.6,1046,354.5,58.9,41.1,41.4,58.6
2022-12-22,2022,12,22,Thursday,Q4,10579,6573,4006,3012,535,162,65.0,2.03,76.7,3.15,23,40.6,982,407.9,64.2,35.8,40.5,59.5
2022-12-23,2022,12,23,Friday,Q4,12752,8892,3860,3184,645,195,65.0,3.89,74.4,6.55,50,36.3,1144,337.4,56.9,43.1,48.2,51.8
2022-12-24,2022,12,24,Saturday,Q4,7922,4852,3070,2340,571,121,65.0,3.79,81.9,3.16,41,33.1,581,528.4,73.8,26.2,42.6,57.4
2022-12-25,2022,12,25,Sunday,Q4,11900,7771,4129,3117,659,139,86.0,2.76,73.4,6.15,41,31.8,1139,362.5,74.2,25.8,44.3,55.7
2022-12-26,2022,12,26,Monday,Q4,13640,9280,4360,3590,528,159,86.0,3.78,74.0,2.9,23,38.5,1346,323.9,64.1,35.9,49.3,50.7
2022-12-27,2022,12,27,Tuesday,Q4,13242,8945,4297,3545,512,154,86.0,3.03,77.0,0.57,38,36.5,756,568.4,66.0,34.0,48.6,51.4
2022-12-28,2022,12,28,Wednesday,Q4,13522,8807,4715,3566,522,157,86.0,2.17,74.7,6.62,29,39.1,1112,424.0,74.2,25.8,48.3,51.7
2022-12-29,2022,12,29,Thursday,Q4,13589,8272,5317,4102,524,158,86.0,2.63,74.0,5.61,27,38.8,1026,518.2,69.8,30.2,41.6,58.4
2022-12-30,2022,12,30,Friday,Q4,14660,10213,4447,3334,565,170,86.0,3.46,79.7,2.89,32,35.4,1233,360.7,73.2,26.8,41.1,58.9
2022-12-31,2022,12,31,Saturday,Q4,9848,6070,3778,2671,541,113,87.0,2.76,77.2,3.67,19,37.6,857,440.8,65.0,35.0,46.8,53.2
2023-01-01,2023,1,1,Sunday,Q1,8029,5017,3012,2316,573,120,67.0,2.88,79.9,0.61,40,32.2,725,415.4,69.5,30.5,44.1,55.9
2023-01-02,2023,1,2,Monday,Q1,12152,8147,4005,3308,606,181,67.0,2.94,73.9,1.75,29,41.7,816,490.8,68.6,31.4,48.6,51.4
2023-01-03,2023,1,3,Tuesday,Q1,10859,7243,3616,2747,541,162,67.0,3.57,76.0,5.85,25,39.2,661,547.0,61.3,38.7,41.0,59.0
2023-01-04,2023,1,4,Wednesday,Q1,13723,8607,5116,4184,683,204,67.0,2.32,80.7,7.27,52,34.5,958,534.0,73.8,26.2,42.3,57.7
2023-01-05,2023,1,5,Thursday,Q1,10749,6739,4010,2869,534,159,68.0,2.61,82.0,2.66,25,39.2,578,693.8,69.2,30.8,45.8,54.2
2023-01-06,2023,1,6,Friday,Q1,12968,8167,4801,3710,644,192,68.0,4.8,79.7,1.67,36,36.7,1203,399.1,72.9,27.1,44.0,56.0
2023-01-07,2023,1,7,Saturday,Q1,8195,5498,2697,1897,580,121,68.0,2.12,76.3,0.7,41,41.3,488,552.7,61.9,38.1,47.3,52.7
2023-01-08,2023,1,8,Sunday,Q1,9164,5646,3518,2569,648,135,68.0,3.36,78.7,0.91,49,34.4,784,448.7,74.1,25.9,48.9,51.1
2023-01-09,2023,1,9,Monday,Q1,11974,7541,4433,3634,592,175,68.0,2.75,73.5,2.83,16,33.4,650,682.0,72.0,28.0,43.9,56.1
2023-01-10,2023,1,10,Tuesday,Q1,10604,6902,3702,3071,524,155,68.0,2.32,81.8,6.38,18,40.0,695,532.7,60.1,39.9,49.7,50.3
2023-01-11,2023,1,11,Wednesday,Q1,11255,7052,4203,3182,555,164,69.0,2.28,74.0,3.18,18,39.7,836,502.8,72.5,27.5,49.0,51.0
2023-01-12,2023,1,12,Thursday,Q1,10601,7024,3577,2975,522,154,69.0,2.14,81.8,0.52,25,40.5,706,506.7,61.4,38.6,43.6,56.4
2023-01-13,2023,1,13,Friday,Q1,11384,7407,3977,3048,560,165,69.0,3.11,79.5,3.92,36,41.6,675,589.2,57.7,42.3,47.1,52.9
2023-01-14,2023,1,14,Saturday,Q1,9546,6136,3410,2840,670,138,69.0,2.19,78.2,4.18,50,34.9,614,555.4,63.5,36.5,41.1,58.9
2023-01-15,2023,1,15,Sunday,Q1,9828,6565,3263,2605,689,142,69.0,4.14,74.6,2.68,33,41.2,671,486.3,68.3,31.7,48.1,51.9
2023-01-16,2023,1,16,Monday,Q1,12698,7656,5042,4228,623,183,69.0,2.18,79.1,1.23,27,38.9,863,584.2,74.0,26.0,46.4,53.6
2023-01-17,2023,1,17,Tuesday,Q1,13946,9491,4455,3710,683,200,70.0,4.28,80.1,1.44,46,39.0,1170,380.8,63.4,36.6,45.3,54.7
2023-01-18,2023,1,18,Wednesday,Q1,13513,8384,5129,4214,661,194,70.0,3.26,77.9,1.71,38,32.9,1014,505.8,57.7,42.3,46.6,53.4
2023-01-19,2023,1,19,Thursday,Q1,11822,7549,4273,3181,578,169,70.0,4.95,76.1,3.96,43,35.0,1082,394.9,73.8,26.2,49.3,50.7
2023-01-20,2023,1,20,Friday,Q1,11204,7465,3739,3033,547,160,70.0,2.95,76.8,0.95,32,40.2,800,467.4,69.0,31.0,42.3,57.7
2023-01-21,2023,1,21,Saturday,Q1,8462,5814,2648,1988,589,120,71.0,2.87,80.9,5.83,27,37.3,496,533.9,67.5,32.5,43.5,56.5
2023-01-22,2023,1,22,Sunday,Q1,8219,5067,3152,2358,572,117,70.0,2.06,73.9,2.06,31,37.4,466,676.4,61.3,38.7,43.0,57.0
2023-01-23,2023,1,23,Monday,Q1,13840,9013,4827,3456,673,196,71.0,4.98,73.8,5.76,24,40.1,844,571.9,61.2,38.8,47.3,52.7
2023-01-24,2023,1,24,Tuesday,Q1,13556,9428,4128,3080,659,192,71.0,2.85,80.2,2.65,45,37.9,1352,305.3,60.3,39.7,48.3,51.7
2023-01-25,2023,1,25,Wednesday,Q1,17597,11063,6534,4877,657,191,92.0,4.22,75.6,2.09,26,33.0,1512,432.1,65.5,34.5,46.2,53.8
2023-01-26,2023,1,26,Thursday,Q1,18882,12757,6125,4634,704,205,92.0,3.42,78.4,2.61,27,33.4,1801,340.1,62.1,37.9,45.7,54.3
2023-01-27,2023,1,27,Friday,Q1,15569,10429,5140,3966,580,168,93.0,2.35,83.3,3.13,26,33.8,1099,467.7,68.9,31.1,50.1,49.9
2023-01-28,2023,1,28,Saturday,Q1,12478,8500,3978,3139,664,134,93.0,4.16,80.8,7.24,45,38.8,1028,387.0,60.6,39.4,44.1,55.9
2023-01-29,2023,1,29,Sunday,Q1,13601,9222,4379,3684,723,146,93.0,4.77,83.2,3.86,50,35.3,805,544.0,66.7,33.3,41.3,58.7
2023-01-30,2023,1,30,Monday,Q1,18216,12206,6010,5108,677,196,93.0,4.8,74.4,7.26,18,40.8,1126,533.7,59.5,40.5,44.7,55.3
2023-01-31,2023,1,31,Tuesday,Q1,15360,9636,5724,4692,570,165,93.0,3.72,73.7,5.09,26,41.9,1105,518.0,72.9,27.1,43.8,56.2
2023-02-01,2023,2,1,Wednesday,Q1,11986,7878,4108,3273,578,167,72.0,4.32,80.0,0.8,18,36.3,1078,381.1,63.1,36.9,46.8,53.2
2023-02-02,2023,2,2,Thursday,Q1,13785,8996,4789,3941,664,191,72.0,4.79,77.7,6.19,24,36.8,856,559.5,60.9,39.1,46.3,53.7
2023-02-03,2023,2,3,Friday,Q1,13980,9403,4577,3713,672,194,72.0,3.92,78.6,2.11,36,39.1,849,539.1,65.5,34.5,48.6,51.4
2023-02-04,2023,2,4,Saturday,Q1,9790,6639,3151,2657,672,135,73.0,3.07,82.9,1.99,42,34.9,573,549.9,67.0,33.0,48.3,51.7
2023-02-05,2023,2,5,Sunday,Q1,9679,6159,3520,2757,664,133,73.0,3.16,77.2,6.76,50,36.9,833,422.6,56.5,43.5,48.1,51.9
2023-02-06,2023,2,6,Monday,Q1,13817,8774,5043,4278,663,190,73.0,2.25,77.8,4.74,34,39.4,843,598.2,60.8,39.2,41.2,58.8
2023-02-07,2023,2,7,Tuesday,Q1,13145,8144,5001,4152,630,181,73.0,3.89,82.3,5.66,17,35.3,706,708.4,60.1,39.9,47.4,52.6
2023-02-08,2023,2,8,Wednesday,Q1,12350,8550,3800,2746,591,169,73.0,2.22,74.7,4.75,41,34.3,1249,304.2,66.0,34.0,50.1,49.9
2023-02-09,2023,2,9,Thursday,Q1,13424,8488,4936,3748,642,184,73.0,3.36,82.9,2.42,29,37.3,1222,403.9,55.4,44.6,44.8,55.2
2023-02-10,2023,2,10,Friday,Q1,14014,8830,5184,3701,670,191,73.0,3.78,82.6,6.56,26,33.1,710,730.1,55.0,45.0,50.4,49.6
2023-02-11,2023,2,11,Saturday,Q1,10391,6674,3717,2882,709,142,73.0,4.56,77.0,5.23,21,40.5,625,594.7,68.2,31.8,45.9,54.1
2023-02-12,2023,2,12,Sunday,Q1,9315,5739,3576,2962,635,127,73.0,3.97,73.8,1.04,27,33.8,513,697.1,69.4,30.6,41.4,58.6
2023-02-13,2023,2,13,Monday,Q1,13379,8421,4958,3726,638,182,74.0,2.49,75.6,1.73,38,37.1,1087,456.1,74.7,25.3,45.6,54.4
2023-02-14,2023,2,14,Tuesday,Q1,12134,7837,4297,3273,578,165,74.0,4.52,81.7,2.71,13,40.0,1070,401.6,69.0,31.0,41.5,58.5
2023-02-15,2023,2,15,Wednesday,Q1,15115,10473,4642,3430,719,205,74.0,4.67,82.1,4.45,50,41.8,1386,334.9,63.9,36.1,46.7,53.3
2023-02-16,2023,2,16,Thursday,Q1,14308,9387,4921,3539,680,193,74.0,2.39,78.1,6.08,15,37.2,773,636.6,58.7,41.3,47.0,53.0
2023-02-17,2023,2,17,Friday,Q1,13486,9331,4155,3415,641,182,74.0,3.11,77.6,6.31,48,35.5,957,434.2,71.4,28.6,48.9,51.1
2023-02-18,2023,2,18,Saturday,Q1,10117,6078,4039,3183,686,136,74.0,4.64,73.9,6.19,43,37.5,774,521.8,60.6,39.4,45.6,54.4
2023-02-19,2023,2,19,Sunday,Q1,9468,5867,3601,3009,642,127,75.0,4.35,83.5,0.98,49,34.2,604,596.2,55.4,44.6,45.8,54.2
2023-02-20,2023,2,20,Monday,Q1,12243,7955,4288,3101,580,164,75.0,4.14,79.7,4.58,43,37.3,1020,420.4,65.0,35.0,44.5,55.5
2023-02-21,2023,2,21,Tuesday,Q1,14610,9349,5261,4083,692,196,75.0,4.22,77.8,2.96,18,36.3,1134,463.9,60.6,39.4,41.3,58.7
2023-02-22,2023,2,22,Wednesday,Q1,12005,7453,4552,3404,568,161,75.0,5.16,82.8,4.48,44,34.4,928,490.5,63.1,36.9,48.3,51.7
2023-02-23,2023,2,23,Thursday,Q1,13898,9520,4378,3551,658,186,75.0,2.53,83.6,5.25,23,42.2,1298,337.3,58.4,41.6,49.0,51.0
2023-02-24,2023,2,24,Friday,Q1,14163,8931,5232,4152,670,189,75.0,3.92,79.3,4.54,17,32.9,1174,445.7,64.4,35.6,41.8,58.2
2023-02-25,2023,2,25,Saturday,Q1,11435,7791,3644,2756,594,117,98.0,4.98,81.7,0.56,40,36.2,849,429.2,61.8,38.2,43.9,56.1
2023-02-26,2023,2,26,Sunday,Q1,12138,8002,4136,2971,630,124,98.0,3.33,79.0,3.96,47,42.4,1035,399.6,66.9,33.1,42.2,57.8
2023-02-27,2023,2,27,Monday,Q1,18158,11444,6714,4981,659,186,98.0,5.13,78.2,5.48,39,35.4,1211,554.4,66.2,33.8,48.0,52.0
2023-02-28,2023,2,28,Tuesday,Q1,20466,13423,7043,5924,743,209,98.0,4.52,80.1,3.92,58,39.5,1990,353.9,58.5,41.5,47.1,52.9
2023-03-01,2023,3,1,Wednesday,Q1,14610,10094,4516,3718,689,194,75.0,2.42,81.4,4.14,21,33.1,985,458.5,63.2,36.8,45.3,54.7
2023-03-02,2023,3,2,Thursday,Q1,12904,8169,4735,3911,608,171,75.0,5.01,78.4,2.32,42,37.9,693,683.3,63.2,36.8,47.6,52.4
2023-03-03,2023,3,3,Friday,Q1,14065,8763,5302,3936,662,186,76.0,3.17,79.3,3.8,18,41.6,1091,486.0,60.0,40.0,46.6,53.4
2023-03-04,2023,3,4,Saturday,Q1,8604,5858,2746,2100,578,114,75.0,4.02,83.8,2.72,22,39.0,564,486.9,71.9,28.1,44.1,55.9
2023-03-05,2023,3,5,Sunday,Q1,9447,6439,3008,2405,635,125,76.0,2.48,82.3,4.45,50,39.0,796,377.9,62.6,37.4,43.2,56.8
2023-03-06,2023,3,6,Monday,Q1,14235,9779,4456,3157,669,188,76.0,4.37,76.3,2.37,51,36.4,808,551.5,67.1,32.9,42.3,57.7
2023-03-07,2023,3,7,Tuesday,Q1,14548,8813,5735,4022,684,192,76.0,3.75,82.2,3.11,35,41.6,1083,529.5,65.2,34.8,41.1,58.9
2023-03-08,2023,3,8,Wednesday,Q1,12864,8595,4269,3156,604,169,76.0,3.0,75.2,3.15,46,42.4,1203,354.9,55.8,44.2,47.1,52.9
2023-03-09,2023,3,9,Thursday,Q1,13733,9095,4638,3459,645,181,76.0,4.08,80.1,0.5,39,41.2,771,601.6,62.1,37.9,49.5,50.5
2023-03-10,2023,3,10,Friday,Q1,12011,7581,4430,3457,564,158,76.0,4.74,77.7,5.14,23,42.2,901,491.7,65.6,34.4,41.5,58.5
2023-03-11,2023,3,11,Saturday,Q1,9644,6015,3629,2978,646,126,77.0,4.73,74.1,4.61,46,34.8,805,450.8,71.9,28.1,44.3,55.7
2023-03-12,2023,3,12,Sunday,Q1,9158,5967,3191,2371,613,120,76.0,4.3,82.9,6.78,27,36.2,547,583.4,68.0,32.0,49.2,50.8
2023-03-13,2023,3,13,Monday,Q1,14655,9927,4728,3519,687,192,76.0,2.74,80.4,0.5,33,40.0,1054,448.6,72.9,27.1,49.4,50.6
2023-03-14,2023,3,14,Tuesday,Q1,13530,8582,4948,3729,634,177,76.0,4.75,79.2,5.76,47,42.6,1221,405.2,70.4,29.6,47.7,52.3
2023-03-15,2023,3,15,Wednesday,Q1,13758,8927,4831,3928,644,180,76.0,2.54,82.1,1.35,19,35.5,803,601.6,58.0,42.0,49.3,50.7
2023-03-16,2023,3,16,Thursday,Q1,15552,10620,4932,4179,728,204,76.0,2.49,78.9,1.55,47,33.6,951,518.6,71.2,28.8,46.2,53.8
2023-03-17,2023,3,17,Friday,Q1,14829,9465,5364,4289,694,194,76.0,4.63,78.2,6.3,42,40.8,860,623.7,57.0,43.0,41.0,59.0
2023-03-18,2023,3,18,Saturday,Q1,8509,5293,3216,2484,569,111,77.0,2.94,82.5,2.42,19,38.2,610,527.2,63.0,37.0,41.9,58.1
2023-03-19,2023,3,19,Sunday,Q1,10506,6908,3598,2958,702,137,77.0,2.7,74.6,2.4,25,38.1,853,421.8,73.0,27.0,44.8,55.2
2023-03-20,2023,3,20,Monday,Q1,16338,10271,6067,4425,764,213,77.0,2.35,80.7,4.87,31,33.9,1044,581.1,57.2,42.8,49.0,51.0
2023-03-21,2023,3,21,Tuesday,Q1,16350,10743,5607,4354,765,213,77.0,2.48,82.8,6.71,34,39.8,1227,457.0,74.1,25.9,48.8,51.2
2023-03-22,2023,3,22,Wednesday,Q1,16338,11247,5091,3981,764,213,77.0,4.18,76.5,7.15,58,40.3,1623,313.7,62.3,37.7,43.4,56.6
2023-03-23,2023,3,23,Thursday,Q1,14356,9819,4537,3279,671,187,77.0,4.8,82.7,3.2,48,40.5,1450,312.9,63.4,36.6,49.3,50.7
2023-03-24,2023,3,24,Friday,Q1,14470,9383,5087,3794,676,189,77.0,2.21,81.2,0.5,29,37.9,1035,491.5,67.6,32.4,45.3,54.7
2023-03-25,2023,3,25,Saturday,Q1,11660,7808,3852,3141,599,117,100.0,4.33,83.7,2.62,39,39.9,751,512.9,58.2,41.8,42.6,57.4
2023-03-26,2023,3,26,Sunday,Q1,11156,6813,4343,3304,573,112,100.0,2.83,82.3,4.35,36,33.8,970,447.7,74.5,25.5,47.1,52.9
2023-03-27,2023,3,27,Monday,Q1,16594,10960,5634,4506,596,166,100.0,4.77,75.0,5.11,22,37.4,945,596.2,62.0,38.0,49.8,50.2
2023-03-28,2023,3,28,Tuesday,Q1,18905,12979,5926,4202,679,189,100.0,2.69,77.7,3.61,40,35.8,1709,346.8,73.9,26.1,41.9,58.1
2023-03-29,2023,3,29,Wednesday,Q1,17949,11797,6152,4961,645,180,100.0,2.64,76.0,3.12,23,42.1,1358,453.0,69.8,30.2,48.1,51.9
2023-03-30,2023,3,30,Thursday,Q1,19696,13462,6234,4410,708,197,100.0,3.95,79.4,4.99,19,34.6,1936,322.0,55.9,44.1,49.8,50.2
2023-03-31,2023,3,31,Friday,Q1,17472,11183,6289,5064,628,175,100.0,2.92,79.9,2.95,19,36.5,1017,618.4,63.8,36.2,45.0,55.0
2023-04-01,2023,4,1,Saturday,Q2,9168,5950,3218,2627,612,119,77.0,4.89,83.4,4.12,12,42.1,512,628.5,64.2,35.8,41.8,58.2
2023-04-02,2023,4,2,Sunday,Q2,10207,6609,3598,2922,681,133,77.0,4.28,80.4,3.91,14,37.0,754,477.2,57.6,42.4,49.9,50.1
2023-04-03,2023,4,3,Monday,Q2,15415,9366,6049,4309,720,201,77.0,2.96,83.3,6.02,18,35.3,1317,459.3,75.0,25.0,48.1,51.9
2023-04-04,2023,4,4,Tuesday,Q2,13481,8810,4671,3299,630,175,77.0,2.64,81.3,5.44,23,35.9,985,474.2,66.7,33.3,48.1,51.9
2023-04-05,2023,4,5,Wednesday,Q2,16480,10820,5660,4637,770,214,77.0,4.92,74.6,3.76,22,37.0,1348,419.9,55.0,45.0,45.7,54.3
2023-04-06,2023,4,6,Thursday,Q2,12890,8580,4310,3150,602,168,77.0,2.47,80.8,3.11,14,42.8,918,469.5,67.4,32.6,45.0,55.0
2023-04-07,2023,4,7,Friday,Q2,14568,9400,5168,3733,681,190,77.0,4.79,76.4,5.08,29,43.4,992,521.0,65.5,34.5,44.5,55.5
2023-04-08,2023,4,8,Saturday,Q2,8697,5580,3117,2351,580,113,77.0,2.88,83.4,7.08,39,42.1,709,439.6,67.0,33.0,49.2,50.8
2023-04-09,2023,4,9,Sunday,Q2,11142,6997,4145,3301,744,145,77.0,2.55,81.3,1.55,24,36.2,1009,410.8,72.0,28.0,48.7,51.3
2023-04-10,2023,4,10,Monday,Q2,15227,9163,6064,4647,712,198,77.0,5.21,80.4,4.91,22,38.9,1225,495.0,61.3,38.7,46.5,53.5
2023-04-11,2023,4,11,Tuesday,Q2,12333,7868,4465,3627,576,161,77.0,4.39,76.9,4.29,37,42.5,781,571.7,64.3,35.7,46.3,53.7
2023-04-12,2023,4,12,Wednesday,Q2,14861,10103,4758,3345,695,194,77.0,4.54,83.6,3.62,32,40.7,1133,419.9,66.7,33.3,51.3,48.7
2023-04-13,2023,4,13,Thursday,Q2,13746,9291,4455,3438,643,179,77.0,3.55,77.8,6.25,18,38.0,805,553.4,69.1,30.9,46.9,53.1
2023-04-14,2023,4,14,Friday,Q2,12332,8558,3774,2746,577,161,77.0,2.47,76.8,6.84,25,41.2,1141,330.8,66.8,33.2,50.6,49.4
2023-04-15,2023,4,15,Saturday,Q2,8853,5508,3345,2358,592,115,77.0,4.45,83.3,0.5,21,37.5,757,441.9,67.5,32.5,46.9,53.1
2023-04-16,2023,4,16,Sunday,Q2,10918,6878,4040,3182,730,142,77.0,2.26,82.5,0.5,28,40.3,643,628.3,69.3,30.7,48.4,51.6
2023-04-17,2023,4,17,Monday,Q2,16078,9762,6316,5319,752,210,77.0,4.01,75.7,5.95,15,39.8,1155,546.8,61.4,38.6,45.9,54.1
2023-04-18,2023,4,18,Tuesday,Q2,14672,9354,5318,4354,687,192,76.0,2.51,83.9,6.35,46,38.1,1188,447.6,58.0,42.0,49.3,50.7
2023-04-19,2023,4,19,Wednesday,Q2,15671,9952,5719,4674,734,205,76.0,4.94,76.5,0.5,35,43.4,1383,413.5,65.6,34.4,47.7,52.3
2023-04-20,2023,4,20,Thursday,Q2,12620,8481,4139,3435,591,165,76.0,3.39,79.7,4.91,43,40.1,841,492.2,63.1,36.9,49.0,51.0
2023-04-21,2023,4,21,Friday,Q2,13121,8036,5085,4149,615,172,76.0,4.96,84.0,6.02,12,43.3,1056,481.5,64.2,35.8,42.1,57.9
2023-04-22,2023,4,22,Saturday,Q2,11337,7419,3918,3158,759,148,77.0,3.54,78.5,0.5,56,35.6,793,494.1,70.1,29.9,51.1,48.9
2023-04-23,2023,4,23,Sunday,Q2,9317,6195,3122,2470,624,122,76.0,4.17,81.3,3.79,41,34.9,761,410.2,62.0,38.0,48.6,51.4
2023-04-24,2023,4,24,Monday,Q2,12806,8410,4396,3627,601,168,76.0,4.29,80.1,3.06,21,42.8,1111,395.7,71.9,28.1,42.6,57.4
2023-04-25,2023,4,25,Tuesday,Q2,17100,10964,6136,4774,617,173,99.0,4.5,75.6,1.35,34,36.7,1038,591.1,57.3,42.7,50.8,49.2
2023-04-26,2023,4,26,Wednesday,Q2,16059,11223,4836,3804,580,162,99.0,3.01,84.3,4.42,28,43.6,1635,295.8,68.0,32.0,48.4,51.6
2023-04-27,2023,4,27,Thursday,Q2,17208,10356,6852,5163,622,174,99.0,3.61,80.5,0.67,40,35.1,1289,531.6,71.9,28.1,47.3,52.7
2023-04-28,2023,4,28,Friday,Q2,17689,12037,5652,4493,639,179,99.0,2.53,82.6,3.69,21,37.5,1602,352.8,58.0,42.0,46.2,53.8
2023-04-29,2023,4,29,Saturday,Q2,14765,8976,5789,4168,763,150,98.0,2.41,74.5,3.86,24,43.4,1171,494.4,69.1,30.9,46.8,53.2
2023-04-30,2023,4,30,Sunday,Q2,12463,7733,4730,3632,644,126,99.0,3.11,80.7,0.74,48,43.5,823,574.7,64.0,36.0,45.3,54.7
2023-05-01,2023,5,1,Monday,Q2,14413,9586,4827,4075,678,190,76.0,2.67,82.5,6.62,43,41.8,1370,352.3,66.7,33.3,45.5,54.5
2023-05-02,2023,5,2,Tuesday,Q2,13227,8566,4661,3824,623,175,76.0,4.08,76.9,5.2,16,42.1,789,590.7,55.5,44.5,48.4,51.6
2023-05-03,2023,5,3,Wednesday,Q2,16101,10575,5526,4646,758,213,76.0,4.06,79.8,1.66,50,40.8,1150,480.5,70.2,29.8,45.1,54.9
2023-05-04,2023,5,4,Thursday,Q2,13526,8351,5175,3729,637,179,76.0,2.75,80.0,5.47,41,40.4,1010,512.4,73.6,26.4,47.8,52.2
2023-05-05,2023,5,5,Friday,Q2,14127,8891,5236,4049,666,188,75.0,4.53,83.5,3.66,38,39.0,869,602.5,63.0,37.0,44.2,55.8
2023-05-06,2023,5,6,Saturday,Q2,10005,6280,3725,2660,674,133,75.0,4.13,76.2,2.35,41,36.1,889,419.0,62.0,38.0,43.2,56.8
2023-05-07,2023,5,7,Sunday,Q2,9820,6791,3029,2163,662,131,75.0,3.31,76.9,2.09,46,36.9,720,420.7,71.4,28.6,44.0,56.0
2023-05-08,2023,5,8,Monday,Q2,12329,8282,4047,3319,582,164,75.0,5.07,78.4,3.61,16,36.4,1142,354.4,60.0,40.0,46.5,53.5
2023-05-09,2023,5,9,Tuesday,Q2,16332,10812,5520,4217,772,218,75.0,2.67,75.4,3.0,61,37.3,1008,547.6,69.1,30.9,51.2,48.8
2023-05-10,2023,5,10,Wednesday,Q2,14090,9267,4823,3644,666,188,75.0,2.63,80.5,4.68,41,37.9,1165,414.0,64.8,35.2,47.1,52.9
2023-05-11,2023,5,11,Thursday,Q2,12669,8213,4456,3350,600,170,75.0,2.8,82.5,1.68,33,34.5,877,508.1,65.0,35.0,49.1,50.9
2023-05-12,2023,5,12,Friday,Q2,13044,8362,4682,3937,618,175,75.0,4.41,77.8,3.87,45,42.4,851,550.2,70.3,29.7,45.6,54.4
2023-05-13,2023,5,13,Saturday,Q2,8629,5893,2736,2148,584,116,74.0,2.55,74.8,4.7,33,36.1,764,358.1,65.4,34.6,49.8,50.2
